genre,genre
Ska/Raggae,548
Canadian,548
Latina/Trova,553
R&P,556
Rock;,557
Svensk,559
Viejas,561
Rap/Reggae,562
Bass,564
Dance/HINRG,564
Medieval,565
RocK/Pop,567
Blues,569
Mexican,571
Post,579
Synthpunk,582
Italiano,584
Indus,588
Heavy/Power,609
WOMEN,610
Altro,614
Prog-Neo,615
Death/Grind,617
Minimal/Noise,619
Metal:Thrash,632
Latina,644
Sympho,644
Radio,656
Political,659
hip-hop,660
Rock'n,661
South,679
German,687
Swedish,689
Nederpop,693
Electro,695
Cantautori,718
Hip-Hop/Jazz,721
Electronica,722
Ethereal,738
Folk/Pagan,748
Early,764
Brutal,777
Classic,782
Inconnu,785
Contemporary,790
Folk/Doom/Gothic/EBM,792
Pop;,803
Bay,806
Death/Melodic,820
Deathcore/Grindcore,824
Data,826
Música,842
CCM,848
Symphoinc,851
Nintendocore,855
Nerdcore,860
Thrash/Death,872
Crossover,880
Sludge,895
Visual,896
Stoner,901
Ðîêàá³ë³,906
Musique,913
Industrial,913
Thrash,914
Horror,931
Axe,940
MT,944
Rap/West,957
Satire,962
"Vocal,",971
dark,980
Indie,984
Rock/Grunge,999
Calypso,1003
Celtic,1007
Punk,1008
Nashville,1023
Cantautor,1061
Christian/Metalcore,1064
Crust,1073
Brazilian,1082
Gypsy,1106
Schlager,1133
Deathrock,1140
Sub-noize,1183
Death/Thrash,1191
"Rock,",1232
A,1238
Italian,1274
Heavy,1284
Southern,1291
Post-metal,1294
Honky-Tonk,1333
Epic,1340
Pop-Punk/Hardcore,1354
Chicano,1377
Funk,1397
OPM,1399
Soca,1427
Acapella,1433
Metal:Doom,1453
Gothic/Horror/Punk,1481
Punk/HC/Industrial,1482
Mathcore,1484
Blackened,1538
Spanish,1560
Hit,1581
Hip-Pop,1627
Progressive,1647
Streetpunk,1655
Italia,1658
Chill,1658
Acid,1669
Islamic,1761
Tango,1789
Speed/Thrash,1823
Hard,1921
Doo,1992
Symphonic,2078
Cabaret,2176
Gothic,2180
Italy,2210
Old,2219
Black,2231
Miscellaneous,2240
Metal:Grindcore,2253
Crust/D-beat/Grind/Powerviolence,2254
France,2266
Extreme,2349
Dark,2382
Folklore,2417
Nacional,2425
Alternative,2605
Deutsch,2613
zouk,2655
Digital,2721
Black/Death,2749
Liedermacher,2784
Lounge,2880
Portuguesa,3387
French,3402
Hip,3433
Christian,3568
Death,3579
Avant-Garde,3582
Technical,3617
Grime,3670
Comedy/Spoken,3944
Dubstep,3964
Instrumental,4107
Vallenato,4396
Neo,4683
Trova,4686
Samba,5000
Ambient,5131
Oi!,5269
Books,5345
Flamenco,6030
Viking,6113
Metal:Death,6444
Freestyle,6583
Lo-Fi,6914
General,7029
Finnish,7898
Unclassifiable,8801
Drum,9213
Bachata,10512
Melodic,10989
Rap,12044
Techno,13144
MPB,14101
Children's,15749
Reggaeton,17535
House,21617
Classical,21748
New,23295
Trance,24166
gospel,35523
Comedy,46792
Easy,61488
Christmas,68194
Other,80868
World,93212
Dance,96755
Electronica/Dance,97692
Hardcore,113671
Soundtrack,162071
Gospel,252129
Jazz,253134
Reggae,294896
Folk,319692
Electronic,343355
Latin,363564
R&B,695684
Country,796052
Hip-Hop,1563195
Pop,1799279
Rock,8015883
